152.4,152.4,2540.508
457.2,152.4,2540.508
762,152.4,2540.508
1066.8,152.4,2540.508
1371.6,152.4,2540.508
1676.4,152.4,2540.508
1981.2,152.4,2540.508
2286,152.4,2540.508
2590.8,152.4,2540.508
2895.6,152.4,2540.508
152.4,457.2,2540.508
457.2,457.2,2540.508
762,457.2,2540.508
1066.8,457.2,2540.508
1371.6,457.2,2540.508
1676.4,457.2,2540.508
1981.2,457.2,2540.508
2286,457.2,2540.508
2590.8,457.2,2540.508
2895.6,457.2,2540.508
152.4,762,2540.508
457.2,762,2540.508
762,762,2540.508
1066.8,762,2540.508
1371.6,762,2540.508
1676.4,762,2540.508
1981.2,762,2540.508
2286,762,2540.508
2590.8,762,2540.508
2895.6,762,2540.508
152.4,1066.8,2540.508
457.2,1066.8,2540.508
762,1066.8,2540.508
1066.8,1066.8,2540.508
1371.6,1066.8,2540.508
1676.4,1066.8,2540.508
1981.2,1066.8,2540.508
2286,1066.8,2540.508
2590.8,1066.8,2540.508
2895.6,1066.8,2540.508
152.4,1371.6,2540.508
457.2,1371.6,2540.508
762,1371.6,2540.508
1066.8,1371.6,2540.508
1371.6,1371.6,2540.508
1676.4,1371.6,2540.508
1981.2,1371.6,2540.508
2286,1371.6,2540.508
2590.8,1371.6,2540.508
2895.6,1371.6,2540.508
152.4,1676.4,2540.508
457.2,1676.4,2540.508
762,1676.4,2540.508
1066.8,1676.4,2540.508
1371.6,1676.4,2540.508
1676.4,1676.4,2540.508
1981.2,1676.4,2540.508
2286,1676.4,2540.508
2590.8,1676.4,2540.508
2895.6,1676.4,2540.508
152.4,1981.2,2540.508
457.2,1981.2,2540.508
762,1981.2,2540.508
1066.8,1981.2,2540.508
1371.6,1981.2,2540.508
1676.4,1981.2,2540.508
1981.2,1981.2,2540.508
2286,1981.2,2540.508
2590.8,1981.2,2540.508
2895.6,1981.2,2540.508
152.4,2286,2540.508
457.2,2286,2540.508
762,2286,2540.508
1066.8,2286,2540.508
1371.6,2286,2540.508
1676.4,2286,2540.508
1981.2,2286,2540.508
2286,2286,2540.508
2590.8,2286,2540.508
2895.6,2286,2540.508
152.4,2590.8,2540.508
457.2,2590.8,2540.508
762,2590.8,2540.508
1066.8,2590.8,2540.508
1371.6,2590.8,2540.508
1676.4,2590.8,2540.508
1981.2,2590.8,2540.508
2286,2590.8,2540.508
2590.8,2590.8,2540.508
2895.6,2590.8,2540.508
152.4,2895.6,2540.508
457.2,2895.6,2540.508
762,2895.6,2540.508
1066.8,2895.6,2540.508
1371.6,2895.6,2540.508
1676.4,2895.6,2540.508
1981.2,2895.6,2540.508
2286,2895.6,2540.508
2590.8,2895.6,2540.508
2895.6,2895.6,2540.508
152.4,152.4,2548.128
457.2,152.4,2548.128
762,152.4,2548.128
1066.8,152.4,2548.128
1371.6,152.4,2548.128
1676.4,152.4,2548.128
1981.2,152.4,2548.128
2286,152.4,2548.128
2590.8,152.4,2548.128
2895.6,152.4,2548.128
152.4,457.2,2548.128
457.2,457.2,2548.128
762,457.2,2548.128
1066.8,457.2,2548.128
1371.6,457.2,2548.128
1676.4,457.2,2548.128
1981.2,457.2,2548.128
2286,457.2,2548.128
2590.8,457.2,2548.128
2895.6,457.2,2548.128
152.4,762,2548.128
457.2,762,2548.128
762,762,2548.128
1066.8,762,2548.128
1371.6,762,2548.128
1676.4,762,2548.128
1981.2,762,2548.128
2286,762,2548.128
2590.8,762,2548.128
2895.6,762,2548.128
152.4,1066.8,2548.128
457.2,1066.8,2548.128
762,1066.8,2548.128
1066.8,1066.8,2548.128
1371.6,1066.8,2548.128
1676.4,1066.8,2548.128
1981.2,1066.8,2548.128
2286,1066.8,2548.128
2590.8,1066.8,2548.128
2895.6,1066.8,2548.128
152.4,1371.6,2548.128
457.2,1371.6,2548.128
762,1371.6,2548.128
1066.8,1371.6,2548.128
1371.6,1371.6,2548.128
1676.4,1371.6,2548.128
1981.2,1371.6,2548.128
2286,1371.6,2548.128
2590.8,1371.6,2548.128
2895.6,1371.6,2548.128
